instance_index,feature_name,percentage_changed,num_changed,num_total,original_value,feature_type,average_change,min_change,max_change,std_change,distribution,unique_values
6,present_residence,40.0,4,10,2.0,numeric,1.25,-1.0,2.0,1.299,,
6,property,60.0,6,10,2.0,numeric,0.1667,-1.0,2.0,1.2134,,
6,purpose,60.0,6,10,2.0,numeric,3.8333,-1.0,8.0,3.5785,,
6,savings,80.0,8,10,1.0,numeric,3.625,1.0,4.0,0.9922,,
6,status,80.0,8,10,1.0,numeric,2.25,1.0,3.0,0.9682,,
6,telephone,60.0,6,10,1.0,numeric,1.0,1.0,1.0,0.0,,
7,amount,90.0,9,10,4006.0,numeric,1.2222,-248.0,243.0,168.6586,,
7,credit_history,20.0,2,10,3.0,numeric,0.0,-2.0,2.0,2.0,,
7,duration,90.0,9,10,28.0,numeric,0.1111,-18.0,20.0,10.4822,,
7,employment_duration,40.0,4,10,3.0,numeric,-1.5,-2.0,-1.0,0.5,,
7,foreign_worker,0.0,0,10,1.0,categorical,,,,,{},
7,housing,20.0,2,10,2.0,numeric,-1.0,-1.0,-1.0,0.0,,
7,installment_rate,80.0,8,10,3.0,numeric,0.0,-2.0,1.0,1.3229,,
7,job,80.0,8,10,2.0,numeric,0.875,-1.0,2.0,0.7806,,
7,number_credits,10.0,1,10,1.0,numeric,1.0,1.0,1.0,0.0,,
7,other_debtors,20.0,2,10,1.0,numeric,1.5,1.0,2.0,0.5,,
7,other_installment_plans,10.0,1,10,3.0,numeric,-2.0,-2.0,-2.0,0.0,,
7,people_liable,20.0,2,10,1.0,numeric,1.0,1.0,1.0,0.0,,
7,present_residence,50.0,5,10,2.0,numeric,0.6,-1.0,2.0,1.3565,,
7,property,30.0,3,10,3.0,numeric,-0.6667,-2.0,1.0,1.2472,,
7,purpose,70.0,7,10,1.0,numeric,4.0,1.0,8.0,2.6186,,
7,savings,30.0,3,10,1.0,numeric,2.6667,2.0,4.0,0.9428,,
7,status,80.0,8,10,1.0,numeric,1.5,1.0,3.0,0.7071,,
7,telephone,20.0,2,10,1.0,numeric,1.0,1.0,1.0,0.0,,
8,amount,100.0,10,10,5096.0,numeric,101.9,-51.0,285.0,104.3681,,
8,credit_history,60.0,6,10,5.0,numeric,-1.8333,-2.0,-1.0,0.3727,,
8,duration,90.0,9,10,48.0,numeric,-25.3333,-33.0,-18.0,5.1208,,
8,employment_duration,100.0,10,10,3.0,numeric,1.0,-2.0,2.0,1.5492,,
8,foreign_worker,0.0,0,10,1.0,categorical,,,,,{},
8,housing,30.0,3,10,2.0,numeric,1.0,1.0,1.0,0.0,,
8,installment_rate,80.0,8,10,2.0,numeric,1.0,-1.0,2.0,1.2247,,
8,job,80.0,8,10,4.0,numeric,-1.25,-3.0,-1.0,0.6614,,
8,number_credits,40.0,4,10,1.0,numeric,1.75,1.0,3.0,0.8292,,
8,other_debtors,0.0,0,10,1.0,categorical,,,,,{},
8,other_installment_plans,20.0,2,10,3.0,numeric,-2.0,-2.0,-2.0,0.0,,
8,people_liable,10.0,1,10,1.0,numeric,1.0,1.0,1.0,0.0,,
8,present_residence,100.0,10,10,3.0,numeric,0.6,-1.0,1.0,0.8,,
8,property,40.0,4,10,3.0,numeric,0.5,-1.0,1.0,0.866,,
8,purpose,90.0,9,10,3.0,numeric,1.1111,-2.0,7.0,3.3481,,
8,savings,50.0,5,10,1.0,numeric,3.6,2.0,4.0,0.8,,
8,status,70.0,7,10,2.0,numeric,1.4286,-1.0,2.0,1.0498,,
8,telephone,40.0,4,10,2.0,numeric,-1.0,-1.0,-1.0,0.0,,
9,amount,90.0,9,10,2579.0,numeric,-37.5556,-134.0,91.0,87.4911,,
9,credit_history,20.0,2,10,3.0,numeric,2.0,2.0,2.0,0.0,,
9,duration,80.0,8,10,12.0,numeric,8.625,-6.0,15.0,6.4408,,
9,employment_duration,70.0,7,10,2.0,numeric,1.8571,1.0,3.0,0.833,,
9,foreign_worker,10.0,1,10,1.0,numeric,1.0,1.0,1.0,0.0,,
9,housing,20.0,2,10,2.0,numeric,-1.0,-1.0,-1.0,0.0,,
9,installment_rate,30.0,3,10,4.0,numeric,-2.0,-2.0,-2.0,0.0,,
9,job,80.0,8,10,2.0,numeric,1.25,1.0,2.0,0.433,,
9,number_credits,20.0,2,10,1.0,numeric,1.0,1.0,1.0,0.0,,
9,other_debtors,0.0,0,10,1.0,categorical,,,,,{},
9,other_installment_plans,0.0,0,10,3.0,categorical,,,,,{},
9,people_liable,70.0,7,10,2.0,numeric,-1.0,-1.0,-1.0,0.0,,
9,present_residence,80.0,8,10,1.0,numeric,2.125,1.0,3.0,0.7806,,
9,property,70.0,7,10,1.0,numeric,1.4286,1.0,2.0,0.4949,,
9,purpose,70.0,7,10,1.0,numeric,2.7143,1.0,8.0,2.3123,,
9,savings,60.0,6,10,1.0,numeric,2.8333,1.0,4.0,1.2134,,
9,status,70.0,7,10,1.0,numeric,2.4286,1.0,3.0,0.9035,,
9,telephone,50.0,5,10,1.0,numeric,1.0,1.0,1.0,0.0,,
10,amount,80.0,8,10,1410.0,numeric,-2.625,-22.0,35.0,18.7145,,
10,credit_history,90.0,9,10,1.0,numeric,1.8889,1.0,2.0,0.3143,,
10,duration,80.0,8,10,12.0,numeric,1.25,-3.0,12.0,5.0436,,
10,employment_duration,50.0,5,10,3.0,numeric,0.4,-2.0,2.0,1.6248,,
10,foreign_worker,10.0,1,10,1.0,numeric,1.0,1.0,1.0,0.0,,
10,housing,30.0,3,10,2.0,numeric,-0.3333,-1.0,1.0,0.9428,,
10,installment_rate,60.0,6,10,2.0,numeric,1.1667,-1.0,2.0,1.0672,,
10,job,70.0,7,10,2.0,numeric,1.1429,1.0,2.0,0.3499,,
10,number_credits,10.0,1,10,1.0,numeric,2.0,2.0,2.0,0.0,,
10,other_debtors,10.0,1,10,1.0,numeric,2.0,2.0,2.0,0.0,,
10,other_installment_plans,30.0,3,10,3.0,numeric,-2.0,-2.0,-2.0,0.0,,
10,people_liable,10.0,1,10,1.0,numeric,1.0,1.0,1.0,0.0,,
10,present_residence,40.0,4,10,2.0,numeric,1.25,-1.0,2.0,1.299,,
10,property,30.0,3,10,1.0,numeric,2.0,1.0,3.0,0.8165,,
10,purpose,90.0,9,10,8.0,numeric,-3.6667,-7.0,1.0,3.0912,,
10,savings,40.0,4,10,1.0,numeric,2.0,1.0,4.0,1.2247,,
10,status,70.0,7,10,2.0,numeric,1.4286,-1.0,2.0,1.0498,,
10,telephone,40.0,4,10,2.0,numeric,-1.0,-1.0,-1.0,0.0,,
11,amount,90.0,9,10,6260.0,numeric,-57.2222,-549.0,797.0,442.1784,,
11,credit_history,90.0,9,10,3.0,numeric,1.7778,1.0,2.0,0.4157,,
11,duration,90.0,9,10,18.0,numeric,9.2222,-6.0,18.0,7.7714,,
11,employment_duration,70.0,7,10,4.0,numeric,0.1429,-3.0,1.0,1.4569,,
11,foreign_worker,0.0,0,10,1.0,categorical,,,,,{},
11,housing,70.0,7,10,1.0,numeric,1.1429,1.0,2.0,0.3499,,
11,installment_rate,70.0,7,10,3.0,numeric,0.0,-2.0,1.0,1.1952,,
11,job,90.0,9,10,2.0,numeric,1.5556,1.0,2.0,0.4969,,
11,number_credits,70.0,7,10,1.0,numeric,1.0,1.0,1.0,0.0,,
11,other_debtors,10.0,1,10,1.0,numeric,1.0,1.0,1.0,0.0,,
11,other_installment_plans,10.0,1,10,3.0,numeric,-2.0,-2.0,-2.0,0.0,,
11,people_liable,10.0,1,10,1.0,numeric,1.0,1.0,1.0,0.0,,
11,present_residence,90.0,9,10,3.0,numeric,0.1111,-1.0,1.0,0.9938,,
11,property,70.0,7,10,1.0,numeric,1.8571,1.0,3.0,0.6389,,
11,purpose,80.0,8,10,1.0,numeric,2.25,1.0,8.0,2.2776,,
11,savings,50.0,5,10,1.0,numeric,3.6,3.0,4.0,0.4899,,
11,status,70.0,7,10,2.0,numeric,1.5714,-1.0,2.0,1.0498,,
11,telephone,60.0,6,10,1.0,numeric,1.0,1.0,1.0,0.0,,
12,amount,100.0,10,10,1521.0,numeric,-23.5,-103.0,99.0,67.9312,,
12,credit_history,30.0,3,10,3.0,numeric,1.0,-1.0,2.0,1.4142,,
12,duration,90.0,9,10,10.0,numeric,1.7778,-6.0,14.0,5.9213,,
12,employment_duration,70.0,7,10,3.0,numeric,0.4286,-1.0,1.0,0.9035,,
12,foreign_worker,10.0,1,10,1.0,numeric,1.0,1.0,1.0,0.0,,
12,housing,30.0,3,10,2.0,numeric,0.3333,-1.0,1.0,0.9428,,
12,installment_rate,60.0,6,10,4.0,numeric,-1.3333,-2.0,-1.0,0.4714,,
12,job,70.0,7,10,2.0,numeric,1.1429,1.0,2.0,0.3499,,
12,number_credits,30.0,3,10,1.0,numeric,1.3333,1.0,2.0,0.4714,,
12,other_debtors,10.0,1,10,1.0,numeric,1.0,1.0,1.0,0.0,,
12,other_installment_plans,20.0,2,10,3.0,numeric,-1.5,-2.0,-1.0,0.5,,
12,people_liable,20.0,2,10,1.0,numeric,1.0,1.0,1.0,0.0,,
12,present_residence,50.0,5,10,2.0,numeric,1.0,-1.0,2.0,1.0954,,
12,property,60.0,6,10,3.0,numeric,-0.6667,-2.0,1.0,1.2472,,
12,purpose,90.0,9,10,3.0,numeric,0.8889,-2.0,6.0,2.183,,
12,savings,20.0,2,10,1.0,numeric,2.5,1.0,4.0,1.5,,
12,status,100.0,10,10,2.0,numeric,1.3,-1.0,2.0,1.1874,,
12,telephone,30.0,3,10,1.0,numeric,1.0,1.0,1.0,0.0,,
13,amount,100.0,10,10,2600.0,numeric,-28.1,-138.0,112.0,89.8971,,
13,credit_history,20.0,2,10,3.0,numeric,2.0,2.0,2.0,0.0,,
13,duration,80.0,8,10,18.0,numeric,4.125,-12.0,18.0,8.7384,,
13,employment_duration,70.0,7,10,3.0,numeric,0.8571,-1.0,2.0,1.2454,,
13,foreign_worker,10.0,1,10,1.0,numeric,1.0,1.0,1.0,0.0,,
13,housing,100.0,10,10,3.0,numeric,-1.1,-2.0,-1.0,0.3,,
13,installment_rate,30.0,3,10,4.0,numeric,-2.0,-2.0,-2.0,0.0,,
13,job,40.0,4,10,3.0,numeric,0.0,-1.0,1.0,1.0,,
13,number_credits,80.0,8,10,2.0,numeric,-1.0,-1.0,-1.0,0.0,,
13,other_debtors,0.0,0,10,1.0,categorical,,,,,{},
13,other_installment_plans,10.0,1,10,3.0,numeric,-2.0,-2.0,-2.0,0.0,,
13,people_liable,40.0,4,10,1.0,numeric,1.0,1.0,1.0,0.0,,
13,present_residence,80.0,8,10,4.0,numeric,-1.875,-3.0,-1.0,0.7806,,
13,property,100.0,10,10,4.0,numeric,-2.1,-3.0,-1.0,0.7,,
13,purpose,80.0,8,10,4.0,numeric,-1.25,-3.0,5.0,2.4875,,
13,savings,50.0,5,10,1.0,numeric,2.6,1.0,4.0,1.2,,
13,status,60.0,6,10,1.0,numeric,2.3333,1.0,3.0,0.9428,,
13,telephone,40.0,4,10,1.0,numeric,1.0,1.0,1.0,0.0,,
14,amount,100.0,10,10,6288.0,numeric,-79.5,-577.0,769.0,419.8384,,
14,credit_history,90.0,9,10,3.0,numeric,1.7778,1.0,2.0,0.4157,,
14,duration,100.0,10,10,60.0,numeric,-33.7,-48.0,-24.0,7.8746,,
14,employment_duration,90.0,9,10,3.0,numeric,1.2222,-2.0,2.0,1.2273,,
14,foreign_worker,0.0,0,10,1.0,categorical,,,,,{},
14,housing,90.0,9,10,3.0,numeric,-1.3333,-2.0,-1.0,0.4714,,
14,installment_rate,60.0,6,10,4.0,numeric,-1.6667,-3.0,-1.0,0.7454,,
14,job,60.0,6,10,3.0,numeric,0.6667,-1.0,1.0,0.7454,,
14,number_credits,70.0,7,10,1.0,numeric,1.0,1.0,1.0,0.0,,
14,other_debtors,10.0,1,10,1.0,numeric,1.0,1.0,1.0,0.0,,
14,other_installment_plans,10.0,1,10,3.0,numeric,-2.0,-2.0,-2.0,0.0,,
14,people_liable,10.0,1,10,1.0,numeric,1.0,1.0,1.0,0.0,,
14,present_residence,50.0,5,10,4.0,numeric,-1.8,-2.0,-1.0,0.4,,
14,property,90.0,9,10,4.0,numeric,-1.8889,-3.0,-1.0,0.8749,,
14,purpose,100.0,10,10,7.0,numeric,-4.2,-6.0,2.0,2.2271,,
14,savings,50.0,5,10,1.0,numeric,3.6,3.0,4.0,0.4899,,
14,status,70.0,7,10,2.0,numeric,1.5714,-1.0,2.0,1.0498,,
14,telephone,60.0,6,10,1.0,numeric,1.0,1.0,1.0,0.0,,
15,amount,100.0,10,10,6560.0,numeric,-198.8,-759.0,678.0,483.925,,
15,credit_history,90.0,9,10,3.0,numeric,1.6667,1.0,2.0,0.4714,,
15,duration,90.0,9,10,48.0,numeric,-22.7778,-36.0,-12.0,7.5686,,
15,employment_duration,70.0,7,10,4.0,numeric,0.1429,-3.0,1.0,1.4569,,
15,foreign_worker,0.0,0,10,1.0,categorical,,,,,{},
15,housing,40.0,4,10,2.0,numeric,-0.5,-1.0,1.0,0.866,,
15,installment_rate,60.0,6,10,3.0,numeric,-0.1667,-2.0,1.0,1.2134,,
15,job,50.0,5,10,3.0,numeric,0.6,-1.0,1.0,0.8,,
15,number_credits,70.0,7,10,1.0,numeric,1.0,1.0,1.0,0.0,,
15,other_debtors,10.0,1,10,1.0,numeric,1.0,1.0,1.0,0.0,,
15,other_installment_plans,20.0,2,10,3.0,numeric,-2.0,-2.0,-2.0,0.0,,
15,people_liable,20.0,2,10,1.0,numeric,1.0,1.0,1.0,0.0,,
15,present_residence,70.0,7,10,2.0,numeric,1.7143,1.0,2.0,0.4518,,
15,property,80.0,8,10,2.0,numeric,0.375,-1.0,2.0,1.111,,
15,purpose,80.0,8,10,1.0,numeric,2.5,1.0,8.0,2.2361,,
15,savings,100.0,10,10,2.0,numeric,0.9,-1.0,3.0,1.9209,,
15,status,70.0,7,10,2.0,numeric,1.5714,-1.0,2.0,1.0498,,
15,telephone,50.0,5,10,1.0,numeric,1.0,1.0,1.0,0.0,,
16,amount,100.0,10,10,6758.0,numeric,83.9,-793.0,727.0,532.5119,,
16,credit_history,70.0,7,10,3.0,numeric,1.1429,-1.0,2.0,0.9897,,
16,duration,90.0,9,10,48.0,numeric,-21.4444,-36.0,-12.0,8.2612,,
16,employment_duration,100.0,10,10,3.0,numeric,0.6,-2.0,2.0,1.7436,,
16,foreign_worker,0.0,0,10,1.0,categorical,,,,,{},
16,housing,40.0,4,10,2.0,numeric,-0.5,-1.0,1.0,0.866,,
16,installment_rate,60.0,6,10,3.0,numeric,-0.3333,-2.0,1.0,1.3744,,
16,job,70.0,7,10,3.0,numeric,0.2857,-2.0,1.0,1.1606,,
16,number_credits,70.0,7,10,1.0,numeric,1.0,1.0,1.0,0.0,,
16,other_debtors,0.0,0,10,1.0,categorical,,,,,{},
16,other_installment_plans,30.0,3,10,3.0,numeric,-2.0,-2.0,-2.0,0.0,,
16,people_liable,20.0,2,10,1.0,numeric,1.0,1.0,1.0,0.0,,
16,present_residence,70.0,7,10,2.0,numeric,1.2857,-1.0,2.0,1.0302,,
16,property,70.0,7,10,3.0,numeric,-1.2857,-2.0,1.0,1.0302,,
16,purpose,90.0,9,10,4.0,numeric,-0.7778,-3.0,5.0,3.119,,
16,savings,60.0,6,10,1.0,numeric,4.0,4.0,4.0,0.0,,
16,status,90.0,9,10,1.0,numeric,2.1111,1.0,3.0,0.9938,,
16,telephone,50.0,5,10,2.0,numeric,-1.0,-1.0,-1.0,0.0,,
17,amount,90.0,9,10,7721.0,numeric,-134.7778,-664.0,508.0,346.5409,,
17,credit_history,60.0,6,10,3.0,numeric,0.3333,-1.0,1.0,0.9428,,
17,duration,90.0,9,10,24.0,numeric,8.6667,-12.0,24.0,11.1555,,
17,employment_duration,70.0,7,10,2.0,numeric,0.8571,-1.0,3.0,1.7261,,
17,foreign_worker,90.0,9,10,2.0,numeric,-1.0,-1.0,-1.0,0.0,,
17,housing,50.0,5,10,2.0,numeric,-0.6,-1.0,1.0,0.8,,
17,installment_rate,80.0,8,10,1.0,numeric,2.0,1.0,3.0,0.7071,,
17,job,40.0,4,10,3.0,numeric,0.25,-2.0,1.0,1.299,,
17,number_credits,50.0,5,10,1.0,numeric,1.0,1.0,1.0,0.0,,
17,other_debtors,10.0,1,10,1.0,numeric,2.0,2.0,2.0,0.0,,
17,other_installment_plans,40.0,4,10,3.0,numeric,-2.0,-2.0,-2.0,0.0,,
17,people_liable,40.0,4,10,1.0,numeric,1.0,1.0,1.0,0.0,,
17,present_residence,60.0,6,10,2.0,numeric,1.3333,-1.0,2.0,1.1055,,
17,property,60.0,6,10,2.0,numeric,0.1667,-1.0,2.0,1.2134,,
17,purpose,90.0,9,10,3.0,numeric,1.5556,-2.0,7.0,3.4677,,
17,savings,20.0,2,10,5.0,numeric,-3.5,-4.0,-3.0,0.5,,
17,status,80.0,8,10,1.0,numeric,2.25,1.0,3.0,0.9682,,
17,telephone,40.0,4,10,2.0,numeric,-1.0,-1.0,-1.0,0.0,,
18,amount,100.0,10,10,1131.0,numeric,21.8,-39.0,107.0,44.6157,,
18,credit_history,20.0,2,10,3.0,numeric,1.5,1.0,2.0,0.5,,
18,duration,90.0,9,10,18.0,numeric,-7.1111,-12.0,3.0,4.3062,,
18,employment_duration,80.0,8,10,1.0,numeric,2.875,1.0,4.0,1.1659,,
18,foreign_worker,0.0,0,10,1.0,categorical,,,,,{},
18,housing,40.0,4,10,2.0,numeric,-0.5,-1.0,1.0,0.866,,
18,installment_rate,50.0,5,10,4.0,numeric,-1.6,-2.0,-1.0,0.4899,,
18,job,60.0,6,10,3.0,numeric,0.3333,-1.0,1.0,0.9428,,
