instance_index,original_test_index,decile1,decile3,fam_inc,lsat,ugpa,gender,race1,fulltime,predicted_class,prediction_score,target_law
56,3852,10.0,10.0,2.0,36.0,3.3,0,0,1.0,0,0.0,0
57,9913,6.0,6.0,4.0,35.0,2.9,1,0,1.0,0,0.13301077051683,0
58,4364,7.0,7.0,4.0,41.0,3.3,1,0,1.0,0,0.0,0
59,1599,6.0,7.0,4.0,33.0,3.5,0,0,1.0,0,0.008866042469861085,0
60,12254,10.0,10.0,2.0,36.0,3.9,1,0,1.0,0,0.0,0
61,17874,9.0,5.0,2.0,31.0,3.0,1,1,1.0,0,0.04,0
62,9116,8.0,8.0,3.0,38.0,3.6,1,0,1.0,0,0.0,0
63,9045,6.0,8.0,4.0,33.0,3.6,1,0,1.0,0,0.01,0
64,1635,9.0,10.0,4.0,40.0,3.5,0,0,1.0,0,0.0,0
65,6810,6.0,6.0,3.0,37.0,3.2,1,0,1.0,0,0.0,0
66,8079,7.0,6.0,4.0,36.0,3.6,0,4,1.0,0,0.01,0
67,10370,10.0,10.0,3.0,35.0,2.9,0,0,1.0,0,0.049779105069725584,0
68,6356,1.0,1.0,3.0,34.0,3.2,0,1,1.0,0,0.22455445649319827,1
69,15343,6.0,4.0,4.0,37.0,3.1,1,0,1.0,0,0.15,0
70,3283,8.0,9.0,3.0,29.0,3.4,1,0,1.0,0,0.0,0
71,6091,5.0,4.0,4.0,38.0,3.2,0,0,1.0,0,0.05495910145092085,0
72,6645,4.0,2.0,1.0,33.5,3.2,1,0,1.0,0,0.1,0
73,19285,2.0,2.0,4.0,40.0,3.8,0,0,1.0,0,0.008866042469861085,0
74,10230,4.0,3.0,4.0,35.0,2.9,1,0,1.0,0,0.028866042469861086,1
75,20222,9.0,10.0,3.0,35.0,2.3,1,0,1.0,0,0.0,0
76,8657,10.0,10.0,3.0,46.0,3.6,1,0,1.0,0,0.0,0
77,9716,7.0,5.0,3.0,27.0,2.9,0,2,1.0,0,0.08,0
78,16510,3.0,2.0,4.0,37.0,3.0,1,0,1.0,0,0.07,0
79,30,6.0,4.0,1.0,37.0,3.5,1,0,1.0,0,0.02,0
80,593,6.0,5.0,4.0,43.0,3.5,1,0,1.0,0,0.0,0
81,13023,8.0,9.0,4.0,40.0,3.7,0,0,1.0,0,0.0,0
82,10531,10.0,10.0,4.0,37.0,2.9,1,0,1.0,0,0.0,0
83,11921,9.0,10.0,4.0,47.0,3.9,0,0,1.0,0,0.0,0
84,18089,9.0,8.0,3.0,42.0,2.6,1,0,1.0,0,0.0,0
85,7853,9.0,8.0,5.0,42.5,3.6,0,0,1.0,0,0.0,0
86,5129,9.0,9.0,3.0,39.0,3.3,1,0,1.0,0,0.0,0
87,6235,10.0,10.0,4.0,35.0,3.2,1,0,1.0,0,0.0,0
88,3496,10.0,10.0,3.0,42.0,3.4,0,0,1.0,0,0.0,0
89,12466,8.0,8.0,4.0,47.0,3.7,1,0,1.0,0,0.0,0
90,9885,4.0,5.0,4.0,35.0,2.9,1,0,1.0,0,0.0,0
91,10909,3.0,4.0,3.0,35.0,2.8,1,0,1.0,0,0.0432768359600231,0
92,2769,6.0,8.0,3.0,31.0,3.4,0,0,1.0,0,0.3,0
93,10269,3.0,1.0,3.0,35.0,2.9,1,0,1.0,0,0.35359259160899553,0
94,9504,3.0,3.0,4.0,35.0,2.9,1,0,1.0,0,0.09715916614726364,1
95,7292,3.0,3.0,3.0,37.0,3.2,0,0,1.0,0,0.0,0
96,12670,5.0,5.0,2.0,31.0,3.7,0,0,1.0,0,0.01,0
97,11664,6.0,3.0,2.0,39.0,2.8,1,0,1.0,0,0.03,0
98,818,7.0,8.0,4.0,38.0,3.5,0,0,1.0,0,0.0,0
99,7401,2.0,2.0,3.0,37.0,3.2,0,0,1.0,0,0.01,0
100,9312,6.0,7.0,3.0,48.0,3.6,0,0,1.0,0,0.0,0
101,4656,3.0,5.0,4.0,46.0,3.3,0,0,1.0,0,0.0,0
102,15457,5.0,4.0,4.0,32.0,3.1,1,0,1.0,0,0.34695310997740814,1
103,14448,4.0,2.0,4.0,41.0,2.7,1,0,1.0,0,0.22796306474661976,1
104,13410,3.0,2.0,3.0,44.0,3.7,1,0,1.0,0,0.17920726685479763,0
105,204,1.0,2.0,3.0,47.0,3.5,0,0,1.0,0,0.11,0
106,6193,2.0,6.0,4.0,35.0,3.2,0,0,1.0,0,0.07,0
107,711,5.0,5.0,3.0,36.0,3.5,1,0,1.0,0,0.0,0
108,1043,8.0,7.0,4.0,33.0,3.5,1,0,1.0,0,0.0,0
109,4531,10.0,10.0,4.0,35.0,3.3,1,0,1.0,0,0.0,0
110,3760,6.0,5.0,5.0,39.0,3.3,1,0,1.0,0,0.0,0
111,7201,4.0,4.0,4.0,48.0,3.2,0,0,1.0,0,0.018264985023949767,0
112,7018,5.0,7.0,2.0,36.0,3.2,1,0,1.0,0,0.01969015968564501,0
113,12664,8.0,8.0,3.0,43.0,3.7,1,0,1.0,0,0.0,0
114,16730,8.0,7.0,3.0,44.0,3.0,0,0,1.0,0,0.12791234938355842,0
115,19396,2.0,1.0,5.0,48.0,3.8,1,0,1.0,0,0.01,0
116,899,10.0,9.0,3.0,39.5,3.5,0,0,1.0,0,0.0,0
117,3764,10.0,10.0,5.0,44.0,3.3,1,0,1.0,0,0.0,0
118,18810,8.0,9.0,4.0,34.0,3.8,0,0,1.0,0,0.02,0
119,18822,7.0,8.0,4.0,38.0,3.8,1,0,1.0,0,0.0,0
120,586,8.0,8.0,4.0,39.0,3.5,1,0,1.0,0,0.0,0
121,1669,2.0,2.0,3.0,30.0,3.5,0,3,1.0,0,0.1688660424698611,0
122,9703,10.0,9.0,3.0,35.0,2.9,0,0,1.0,0,0.01592612949323953,0
123,17544,6.0,6.0,5.0,44.0,3.0,1,0,1.0,0,0.0,0
124,17877,6.0,4.0,4.0,41.0,3.0,0,0,1.0,0,0.05,0
125,10102,5.0,6.0,3.0,39.0,2.9,1,0,2.0,0,0.09,0
126,18759,9.0,8.0,3.0,37.0,3.8,1,0,2.0,0,0.0,0
127,12869,6.0,6.0,3.0,36.0,3.7,0,0,1.0,0,0.007963064746619765,0
128,5665,7.0,8.0,4.0,28.0,3.2,1,0,1.0,0,0.01,0
129,15765,3.0,3.0,4.0,35.5,3.1,0,2,1.0,0,0.08,0
130,14604,3.0,3.0,3.0,33.0,3.1,1,0,2.0,0,0.13826498502394977,0
131,17786,3.0,2.0,3.0,35.5,3.0,0,0,1.0,0,0.3792635611225043,0
132,4575,4.0,3.0,3.0,35.0,3.3,0,0,1.0,0,0.02796306474661977,0
133,12703,6.0,7.0,3.0,38.0,3.7,0,0,1.0,0,0.0,0
134,6207,2.0,3.0,4.0,34.0,3.2,1,0,1.0,0,0.08,0
135,17010,10.0,9.0,3.0,43.5,3.0,1,0,1.0,0,0.0,0
136,13422,10.0,10.0,4.0,32.0,3.7,0,0,1.0,0,0.0,0
137,16554,8.0,9.0,4.0,34.0,3.0,0,0,1.0,0,0.0,0
138,13181,9.0,8.0,3.0,41.0,3.7,0,0,1.0,0,0.0,0
139,9599,10.0,9.0,4.0,46.0,2.9,0,0,1.0,0,0.0,0
140,605,4.0,3.0,3.0,34.0,3.5,1,0,1.0,0,0.008866042469861085,0
141,11773,5.0,6.0,3.0,38.0,3.9,0,0,1.0,0,0.0,0
142,13159,7.0,7.0,4.0,41.0,3.7,0,0,1.0,0,0.0,0
143,1163,1.0,1.0,4.0,42.0,3.5,0,0,1.0,0,0.04,0
144,12040,7.0,6.0,3.0,47.0,3.9,1,0,1.0,0,0.01,0
145,13218,10.0,10.0,4.0,37.0,3.7,0,0,1.0,0,0.0,0
146,16066,4.0,4.0,4.0,36.0,3.1,1,0,1.0,0,0.01,0
147,1388,6.0,3.0,4.0,37.0,3.5,0,0,1.0,0,0.21601446766824395,0
148,9831,5.0,2.0,4.0,34.5,2.9,1,0,1.0,0,0.2388660424698611,1
149,11157,4.0,3.0,4.0,41.0,2.8,0,0,1.0,0,0.044959101450920864,0
150,945,7.0,7.0,4.0,33.0,3.5,0,0,1.0,0,0.0,0
151,17393,6.0,5.0,3.0,35.0,3.0,1,0,1.0,0,0.0,0
152,16370,4.0,3.0,4.0,31.0,3.1,1,0,1.0,0,0.06939894255408868,0
153,10921,6.0,3.0,4.0,37.0,2.8,1,0,1.0,0,0.03,0
154,3463,4.0,2.0,3.0,35.5,3.4,0,2,1.0,0,0.06,1
155,17364,3.0,3.0,4.0,38.0,3.0,1,0,1.0,0,0.0,0
156,19044,9.0,9.0,3.0,42.0,3.8,1,0,1.0,0,0.0,0
157,20110,8.0,8.0,4.0,34.0,2.3,1,1,1.0,0,0.0,0
158,9417,9.0,8.0,5.0,37.0,2.9,0,0,1.0,0,0.01,0
159,1773,5.0,5.0,3.0,37.0,3.4,0,0,1.0,0,0.01773208493972217,0
160,12123,7.0,5.0,4.0,41.0,3.9,0,0,1.0,0,0.03,0
161,4612,4.0,3.0,2.0,39.0,3.3,1,0,1.0,0,0.03,1
162,989,7.0,9.0,4.0,32.0,3.5,0,0,1.0,0,0.0,0
163,2374,10.0,8.0,5.0,36.5,3.4,1,0,1.0,0,0.0,0
164,18775,5.0,7.0,4.0,43.0,3.8,0,0,1.0,0,0.0,0
165,17713,3.0,2.0,3.0,35.0,3.0,0,1,2.0,0,0.15569514968634193,0
166,10403,1.0,2.0,4.0,31.0,2.9,1,1,1.0,0,0.29,1
167,12282,8.0,6.0,3.0,34.0,3.9,0,0,1.0,0,0.07,0
168,4958,4.0,2.0,4.0,36.0,3.3,0,0,1.0,0,0.3099355958005182,0
169,2627,9.0,8.0,2.0,43.0,3.4,1,0,1.0,0,0.0,0
170,19712,4.0,2.0,4.0,48.0,2.5,1,0,1.0,0,0.27,1
171,2672,10.0,10.0,3.0,44.0,3.4,0,0,1.0,0,0.0,0
172,13702,8.0,8.0,3.0,36.0,3.7,0,0,1.0,0,0.0,0
173,755,10.0,9.0,2.0,46.0,3.5,0,0,1.0,0,0.0,0
174,18482,9.0,10.0,4.0,46.0,2.6,0,0,1.0,0,0.0,0
175,18018,5.0,3.0,4.0,42.0,2.6,1,0,1.0,0,0.08,0
176,10293,7.0,8.0,5.0,37.0,2.9,1,0,1.0,0,0.01,0
177,6952,4.0,5.0,3.0,36.0,3.2,1,0,1.0,0,0.01,0
178,19231,5.0,6.0,4.0,43.0,3.8,1,0,1.0,0,0.0,0
179,5154,6.0,7.0,4.0,42.0,3.3,0,0,1.0,0,0.0,0
180,3453,6.0,7.0,3.0,34.0,3.4,0,0,1.0,0,0.03569514968634194,0
181,8693,6.0,5.0,3.0,40.0,3.6,1,1,1.0,0,0.0,0
182,240,9.0,9.0,4.0,39.0,3.5,0,0,1.0,0,0.0,0
183,4038,2.0,3.0,3.0,29.0,3.3,1,0,1.0,0,0.15,1
184,4506,10.0,7.0,3.0,29.0,3.3,1,0,1.0,0,0.02,0
185,7263,7.0,7.0,4.0,36.0,3.2,1,0,1.0,0,0.0,0
186,8573,8.0,7.0,3.0,40.0,3.6,1,0,1.0,0,0.0,0
187,14976,7.0,7.0,3.0,42.0,3.1,1,0,1.0,0,0.0,0
188,10988,8.0,8.0,3.0,40.0,2.8,1,0,1.0,0,0.0,0
189,13746,6.0,7.0,3.0,41.0,3.7,0,0,1.0,0,0.0,0
190,12994,1.0,2.0,4.0,36.0,3.7,0,0,1.0,0,0.260255992768036,1
191,16928,10.0,10.0,4.0,33.0,3.0,0,0,1.0,0,0.0,0
192,17886,2.0,6.0,3.0,33.0,3.0,0,0,1.0,0,0.09886604246986108,1
193,6074,9.0,6.0,4.0,33.5,3.2,0,0,1.0,0,0.14,0
194,5155,5.0,4.0,4.0,48.0,3.3,1,0,1.0,0,0.0,0
195,16859,8.0,9.0,4.0,36.0,3.0,0,0,1.0,0,0.0,0
196,1200,4.0,5.0,4.0,42.0,3.5,0,0,1.0,0,0.008866042469861085,0
197,11829,10.0,9.0,4.0,48.0,3.9,1,0,1.0,0,0.0,0
198,11611,9.0,9.0,2.0,34.5,2.8,0,0,1.0,0,0.0,0
199,10858,4.0,4.0,1.0,20.0,2.8,0,3,1.0,0,0.38,1
200,14538,6.0,4.0,4.0,36.0,2.7,1,0,1.0,0,0.07939894255408868,1
201,10292,3.0,2.0,4.0,35.0,2.9,1,0,1.0,0,0.2334272346260641,1
202,2775,7.0,6.0,2.0,34.0,3.4,0,0,1.0,0,0.15609305898105977,0
203,14692,3.0,2.0,4.0,44.0,3.1,1,0,1.0,0,0.12227148812972581,0
204,7152,9.0,8.0,3.0,36.5,3.2,1,0,1.0,0,0.38179601690146286,0
205,13773,4.0,4.0,4.0,37.0,2.7,0,0,1.0,0,0.03,0
206,13738,3.0,2.0,3.0,39.5,3.7,0,0,1.0,0,0.01,0
207,3124,8.0,7.0,4.0,43.0,3.4,0,0,1.0,0,0.0,0
208,3261,9.0,8.0,3.0,32.0,3.4,1,0,1.0,0,0.34390635135567293,0
209,14966,10.0,9.0,3.0,40.0,3.1,1,0,1.0,0,0.0,0
210,12829,5.0,4.0,2.0,41.0,3.7,0,0,1.0,0,0.0,0
211,797,6.0,7.0,3.0,37.0,3.5,1,0,1.0,0,0.0,0
212,14259,9.0,10.0,4.0,39.0,2.7,1,0,1.0,0,0.0,0
213,13038,3.0,4.0,2.0,44.0,3.7,0,0,1.0,0,0.01,0
214,19117,6.0,6.0,3.0,37.0,3.8,0,0,1.0,0,0.0,0
215,3369,3.0,4.0,5.0,43.0,3.4,1,0,1.0,0,0.01,0
216,12260,6.0,7.0,4.0,38.0,3.9,0,0,1.0,0,0.0,0
217,17895,8.0,7.0,3.0,40.0,3.0,1,2,1.0,0,0.0,0
218,6908,10.0,8.0,4.0,32.5,3.2,1,0,1.0,0,0.01,0
219,7347,5.0,4.0,3.0,45.0,3.2,1,0,1.0,0,0.01,0
220,7890,2.0,2.0,3.0,34.5,3.6,0,0,1.0,0,0.21182898964926725,0
221,16369,7.0,7.0,3.0,40.0,3.1,1,0,1.0,0,0.0,0
222,5599,5.0,6.0,4.0,33.0,3.2,1,0,1.0,0,0.01,0
223,3019,3.0,4.0,4.0,40.0,3.4,1,0,1.0,0,0.01,0
224,5679,10.0,10.0,4.0,36.0,3.2,0,0,1.0,0,0.0,0
225,19086,10.0,10.0,3.0,36.0,3.8,1,0,1.0,0,0.0,0
226,8119,1.0,1.0,3.0,42.0,3.6,0,0,1.0,0,0.10034468001754936,0
227,16640,2.0,3.0,4.0,35.0,3.0,1,0,1.0,0,0.02458902381190713,0
228,12174,10.0,10.0,3.0,41.0,3.9,0,0,2.0,0,0.0,0
229,4370,7.0,6.0,4.0,39.0,3.3,0,0,1.0,0,0.01,0
230,2238,10.0,9.0,4.0,29.0,3.4,0,0,1.0,0,0.0,0
231,7339,7.0,7.0,4.0,31.0,3.2,1,0,1.0,0,0.0,0
232,11292,4.0,5.0,4.0,42.0,2.8,0,0,1.0,0,0.0,0
233,19016,5.0,3.0,3.0,31.0,3.8,1,0,1.0,0,0.28,1
234,13879,2.0,4.0,4.0,32.0,2.7,0,3,1.0,0,0.15,0
235,5871,6.0,7.0,4.0,37.0,3.2,0,0,1.0,0,0.0,0
236,13725,5.0,8.0,3.0,46.0,3.7,1,2,1.0,0,0.04,0
237,8578,10.0,10.0,4.0,40.0,3.6,1,0,1.0,0,0.0,0
238,7103,7.0,7.0,4.0,41.0,3.2,1,0,1.0,0,0.0,0
239,7782,2.0,1.0,5.0,28.5,2.4,0,0,1.0,0,0.28178820866740173,1
240,16734,6.0,7.0,4.0,42.0,3.0,1,0,1.0,0,0.0,0
241,14127,3.0,2.0,4.0,38.0,2.7,0,0,1.0,0,0.15682910721648086,0
242,5220,4.0,6.0,2.0,38.0,3.3,1,0,1.0,0,0.01,0
243,17940,2.0,2.0,4.0,36.0,3.0,1,0,1.0,0,0.16208288214752625,0
244,11711,8.0,8.0,5.0,28.0,2.8,0,0,1.0,0,0.05,0
245,2043,10.0,10.0,3.0,31.0,3.4,0,0,1.0,0,0.01,0
246,12844,4.0,4.0,4.0,28.0,3.7,0,0,1.0,0,0.31,0
247,6529,3.0,2.0,3.0,37.0,3.2,0,0,1.0,0,0.1737154006994203,1
248,6136,8.0,8.0,5.0,36.0,3.2,1,0,1.0,0,0.0,0
249,14376,8.0,8.0,5.0,42.0,2.7,1,0,1.0,0,0.0,0
250,17522,7.0,3.0,3.0,30.0,3.0,0,0,2.0,0,0.22,0
251,12912,2.0,3.0,3.0,40.0,3.7,0,0,1.0,0,0.05,0
252,16417,2.0,1.0,4.0,35.0,3.0,0,2,1.0,0,0.08509409224043062,1
253,11989,10.0,10.0,3.0,36.0,3.9,1,0,1.0,0,0.0,0
254,17796,2.0,2.0,3.0,34.0,3.0,1,0,2.0,0,0.13682910721648084,0
255,4119,6.0,6.0,3.0,35.0,3.3,1,0,1.0,0,0.04682910721648085,0
256,15396,6.0,5.0,3.0,44.0,3.1,1,0,1.0,0,0.0,0
257,10286,10.0,10.0,3.0,44.0,2.9,1,0,1.0,0,0.0,0
258,3936,6.0,3.0,2.0,43.0,3.3,1,0,1.0,0,0.14,0
259,14236,10.0,10.0,3.0,33.0,2.7,1,0,2.0,0,0.07,0
260,1985,8.0,8.0,4.0,32.0,3.4,0,0,1.0,0,0.06,0
261,20017,10.0,10.0,5.0,38.0,2.5,1,0,1.0,0,0.0,0
262,17609,5.0,7.0,3.0,42.0,3.0,1,0,1.0,0,0.03509409224043062,0
263,1383,9.0,10.0,1.0,44.0,3.5,1,0,1.0,0,0.01,0
264,8132,1.0,4.0,4.0,44.0,3.6,1,0,1.0,0,0.0,0
265,13155,5.0,6.0,3.0,42.0,3.7,1,0,1.0,0,0.0,0
266,1465,9.0,10.0,4.0,31.0,3.5,1,0,1.0,0,0.0,0
267,10468,6.0,6.0,4.0,36.0,2.9,1,0,1.0,0,0.06694653080759819,1
268,6737,9.0,8.0,3.0,29.0,3.2,0,3,1.0,0,0.0,0
269,10683,9.0,10.0,4.0,33.0,2.9,1,0,1.0,0,0.0,0
270,15924,4.0,4.0,3.0,31.0,3.1,0,0,1.0,0,0.1964607296257011,0
271,8944,9.0,10.0,4.0,39.0,3.6,0,0,1.0,0,0.0,0
272,1813,8.0,7.0,5.0,48.0,3.4,0,0,1.0,0,0.0,0
273,14332,4.0,3.0,1.0,33.0,2.7,1,2,1.0,0,0.18,0
274,13330,4.0,5.0,4.0,41.0,3.7,0,0,1.0,0,0.008866042469861085,0
275,1352,3.0,2.0,2.0,39.0,3.5,0,0,1.0,0,0.03921433114267543,0
276,550,7.0,6.0,3.0,33.0,3.5,1,0,1.0,0,0.0,0
277,3078,4.0,7.0,3.0,30.0,3.4,0,1,1.0,0,0.04,0
278,17546,2.0,1.0,3.0,41.0,3.0,1,0,1.0,0,0.03,1
279,7674,8.0,8.0,4.0,33.5,2.4,1,0,1.0,0,0.0,0
280,11668,5.0,6.0,3.0,42.0,2.8,0,0,1.0,0,0.0,0
281,12658,2.0,2.0,3.0,35.0,3.7,0,0,1.0,0,0.39731139518992287,0
282,15670,10.0,9.0,3.0,38.0,3.1,0,0,2.0,0,0.0,0
283,12099,2.0,2.0,1.0,38.0,3.9,1,3,1.0,0,0.22,0
284,12426,8.0,9.0,4.0,41.0,3.7,1,0,1.0,0,0.0,0
285,12155,8.0,6.0,4.0,30.0,3.9,1,0,2.0,0,0.3593989425540887,0
286,9794,6.0,5.0,3.0,31.3,2.9,1,0,1.0,0,0.02,0
287,7497,6.0,6.0,2.0,34.0,2.4,1,0,1.0,0,0.0,0
288,18717,5.0,6.0,4.0,42.0,3.8,1,0,1.0,0,0.0,0
289,19019,10.0,8.0,4.0,42.0,3.8,1,0,1.0,0,0.0,0
290,1512,4.0,3.0,3.0,36.0,3.5,0,2,1.0,0,0.01,1
291,14350,4.0,4.0,3.0,33.5,2.7,1,1,1.0,0,0.05,0
292,17016,1.0,2.0,4.0,35.7,3.0,0,0,1.0,0,0.2595911026766997,1
293,3342,9.0,9.0,3.0,32.0,3.4,0,0,1.0,0,0.01,0
294,14807,9.0,9.0,4.0,40.0,3.1,1,0,1.0,0,0.0,0
295,1912,10.0,10.0,5.0,40.0,3.4,1,0,1.0,0,0.0,0
296,12230,5.0,6.0,2.0,41.0,3.9,0,0,1.0,0,0.0,0
297,8074,8.0,5.0,3.0,30.0,3.6,0,0,2.0,0,0.09,0
298,10832,9.0,8.0,3.0,47.0,2.8,0,0,1.0,0,0.0,0
299,18394,4.0,2.0,1.0,30.0,2.6,0,3,1.0,0,0.14,0
300,15389,4.0,5.0,3.0,35.0,3.1,0,0,1.0,0,0.039398942554088684,0
301,524,7.0,8.0,4.0,34.0,3.5,0,0,1.0,0,0.0,0
302,3401,10.0,6.0,3.0,35.0,3.4,1,0,1.0,0,0.08,0
303,1294,7.0,6.0,4.0,38.5,3.5,0,0,1.0,0,0.0,0
304,3237,7.0,8.0,4.0,43.0,3.4,1,0,1.0,0,0.0,0
305,14425,6.0,4.0,4.0,36.0,2.7,1,0,2.0,0,0.16939894255408866,0
306,17599,9.0,9.0,2.0,31.0,3.0,1,0,1.0,0,0.0,0
307,4291,8.0,7.0,4.0,39.0,3.3,0,0,1.0,0,0.0,0
308,4796,9.0,8.0,4.0,46.0,3.3,0,0,1.0,0,0.0,0
309,11288,9.0,10.0,3.0,35.0,2.8,1,0,1.0,0,0.09299220351601373,0
310,5214,3.0,3.0,3.0,39.0,3.3,0,0,1.0,0,0.02,0
311,13431,8.0,5.0,2.0,38.0,3.7,1,0,1.0,0,0.0,0
312,2678,7.0,9.0,5.0,43.0,3.4,0,0,1.0,0,0.0,0
313,15468,4.0,2.0,3.0,31.0,3.1,1,0,1.0,0,0.19149662021001812,0
314,16003,10.0,10.0,4.0,44.0,3.1,0,0,1.0,0,0.0,0
315,17008,10.0,10.0,3.0,41.0,3.0,0,0,1.0,0,0.0,0
316,4049,6.0,5.0,4.0,31.0,3.3,0,0,1.0,0,0.027732084939722172,0
317,13302,9.0,9.0,4.0,39.0,3.7,0,0,1.0,0,0.0,0
318,18381,2.0,1.0,4.0,32.0,2.6,0,0,1.0,0,0.05,1
319,990,6.0,8.0,4.0,38.0,3.5,0,0,2.0,0,0.01,0
320,4682,10.0,9.0,4.0,39.0,3.3,0,1,1.0,0,0.0,0
321,471,3.0,4.0,2.0,39.0,3.5,1,0,1.0,0,0.0,0
322,6115,8.0,6.0,4.0,34.0,3.2,1,0,1.0,0,0.0,0
323,7310,4.0,2.0,3.0,41.0,3.2,0,0,1.0,0,0.06839032865209208,1
324,12390,9.0,8.0,4.0,34.0,3.9,0,0,1.0,0,0.01,0
325,9728,9.0,10.0,4.0,41.0,2.9,1,0,1.0,0,0.0,0
326,3663,6.0,4.0,4.0,35.0,3.3,0,0,1.0,0,0.06,0
327,2778,8.0,6.0,3.0,43.0,3.4,1,0,1.0,0,0.02,0
328,8544,10.0,10.0,4.0,42.0,3.6,1,0,1.0,0,0.0,0
