instance_index,feature_name,feature_type,percentage_changed,num_changed,num_total,original_value,average_change,min_change,max_change,std_change,distribution,unique_values
16,lsat,numerical,66.67,2,3,40.0,0.0,-1.0,1.0,1.0,,
16,ugpa,numerical,100.0,3,3,2.6,0.2333,-0.3,0.7,0.411,,
17,decile1,numerical,0.0,0,3,1.0,,,,,,
17,decile3,numerical,0.0,0,3,1.0,,,,,,
17,fam_inc,categorical,100.0,3,3,4.0,,,,,"{""3.0"": 3}",3.0
17,fulltime,categorical,0.0,0,3,1.0,,,,,{},
17,lsat,numerical,0.0,0,3,34.0,,,,,,
17,ugpa,numerical,100.0,3,3,3.0,0.2333,0.2,0.3,0.0471,,
18,decile1,numerical,33.33,1,3,6.0,-1.0,-1.0,-1.0,0.0,,
18,decile3,numerical,100.0,3,3,1.0,1.0,1.0,1.0,0.0,,
18,fam_inc,categorical,33.33,1,3,4.0,,,,,"{""3.0"": 1}",3.0
18,fulltime,categorical,0.0,0,3,1.0,,,,,{},
18,lsat,numerical,66.67,2,3,28.0,0.15,-0.7,1.0,0.85,,
18,ugpa,numerical,100.0,3,3,3.0,0.0667,-0.3,0.3,0.2625,,
19,decile1,numerical,0.0,0,3,2.0,,,,,,
19,decile3,numerical,0.0,0,3,2.0,,,,,,
19,fam_inc,categorical,0.0,0,3,3.0,,,,,{},
19,fulltime,categorical,0.0,0,3,1.0,,,,,{},
19,lsat,numerical,0.0,0,3,36.0,,,,,,
19,ugpa,numerical,66.67,2,3,2.4,0.6,0.5,0.7,0.1,,
20,decile1,numerical,0.0,0,3,1.0,,,,,,
20,decile3,numerical,0.0,0,3,2.0,,,,,,
20,fam_inc,categorical,0.0,0,3,2.0,,,,,{},
20,fulltime,categorical,0.0,0,3,1.0,,,,,{},
20,lsat,numerical,100.0,3,3,32.0,-0.8333,-1.0,-0.5,0.2357,,
20,ugpa,numerical,100.0,3,3,3.4,-0.4333,-0.5,-0.4,0.0471,,
21,decile1,numerical,33.33,1,3,1.0,1.0,1.0,1.0,0.0,,
21,decile3,numerical,66.67,2,3,1.0,1.0,1.0,1.0,0.0,,
21,fam_inc,categorical,33.33,1,3,2.0,,,,,"{""3.0"": 1}",3.0
21,fulltime,categorical,0.0,0,3,1.0,,,,,{},
21,lsat,numerical,66.67,2,3,24.0,0.0,-1.0,1.0,1.0,,
21,ugpa,numerical,100.0,3,3,3.0,0.0,-0.1,0.2,0.1414,,
22,decile1,numerical,100.0,3,3,1.0,1.3333,1.0,2.0,0.4714,,
22,decile3,numerical,0.0,0,3,4.0,,,,,,
22,fam_inc,categorical,33.33,1,3,4.0,,,,,"{""3.0"": 1}",3.0
22,fulltime,categorical,66.67,2,3,2.0,,,,,"{""1.0"": 2}",1.0
22,lsat,numerical,66.67,2,3,25.0,1.0,1.0,1.0,0.0,,
22,ugpa,numerical,100.0,3,3,2.4,0.1667,-0.1,0.5,0.2494,,
23,decile1,numerical,0.0,0,3,2.0,,,,,,
23,decile3,numerical,33.33,1,3,1.0,1.0,1.0,1.0,0.0,,
23,fam_inc,categorical,0.0,0,3,4.0,,,,,{},
23,fulltime,categorical,0.0,0,3,1.0,,,,,{},
23,lsat,numerical,66.67,2,3,27.0,0.9,0.5,1.3,0.4,,
23,ugpa,numerical,100.0,3,3,2.4,0.7,0.4,1.2,0.3559,,
24,decile1,numerical,66.67,2,3,7.0,-1.0,-1.0,-1.0,0.0,,
24,decile3,numerical,33.33,1,3,7.0,-1.0,-1.0,-1.0,0.0,,
24,fam_inc,categorical,0.0,0,3,3.0,,,,,{},
24,fulltime,categorical,0.0,0,3,1.0,,,,,{},
24,lsat,numerical,33.33,1,3,24.0,-0.5,-0.5,-0.5,0.0,,
24,ugpa,numerical,33.33,1,3,3.2,-0.5,-0.5,-0.5,0.0,,
25,decile1,numerical,0.0,0,3,3.0,,,,,,
25,decile3,numerical,66.67,2,3,1.0,1.0,1.0,1.0,0.0,,
25,fam_inc,categorical,0.0,0,3,3.0,,,,,{},
25,fulltime,categorical,0.0,0,3,1.0,,,,,{},
25,lsat,numerical,0.0,0,3,33.0,,,,,,
25,ugpa,numerical,33.33,1,3,3.6,-0.7,-0.7,-0.7,0.0,,
26,decile1,numerical,33.33,1,3,5.0,1.0,1.0,1.0,0.0,,
26,decile3,numerical,33.33,1,3,4.0,-1.0,-1.0,-1.0,0.0,,
26,fam_inc,categorical,0.0,0,3,4.0,,,,,{},
26,fulltime,categorical,0.0,0,3,1.0,,,,,{},
26,lsat,numerical,33.33,1,3,30.0,1.0,1.0,1.0,0.0,,
26,ugpa,numerical,100.0,3,3,3.0,0.2333,0.2,0.3,0.0471,,
27,decile1,numerical,0.0,0,3,2.0,,,,,,
27,decile3,numerical,100.0,3,3,1.0,1.0,1.0,1.0,0.0,,
27,fam_inc,categorical,0.0,0,3,3.0,,,,,{},
27,fulltime,categorical,0.0,0,3,1.0,,,,,{},
27,lsat,numerical,66.67,2,3,25.5,-0.5,-0.5,-0.5,0.0,,
27,ugpa,numerical,100.0,3,3,3.0,-0.1333,-0.6,0.3,0.3682,,
28,decile1,numerical,0.0,0,3,8.0,,,,,,
28,decile3,numerical,100.0,3,3,5.0,0.0,-1.0,2.0,1.4142,,
28,fam_inc,categorical,100.0,3,3,2.0,,,,,"{""3.0"": 2, ""1.0"": 1}","3.0,1.0"
28,fulltime,categorical,0.0,0,3,1.0,,,,,{},
28,lsat,numerical,100.0,3,3,21.0,1.1667,0.5,2.0,0.6236,,
28,ugpa,numerical,100.0,3,3,3.1,-0.2,-0.3,-0.1,0.0816,,
29,decile1,numerical,33.33,1,3,1.0,1.0,1.0,1.0,0.0,,
29,decile3,numerical,66.67,2,3,4.0,-1.5,-2.0,-1.0,0.5,,
29,fam_inc,categorical,66.67,2,3,3.0,,,,,"{""2.0"": 2}",2.0
29,fulltime,categorical,66.67,2,3,2.0,,,,,"{""1.0"": 2}",1.0
29,lsat,numerical,33.33,1,3,24.0,1.0,1.0,1.0,0.0,,
29,ugpa,numerical,100.0,3,3,3.3,-0.7,-1.0,-0.4,0.2449,,
30,decile1,numerical,0.0,0,3,3.0,,,,,,
30,decile3,numerical,33.33,1,3,2.0,1.0,1.0,1.0,0.0,,
30,fam_inc,categorical,33.33,1,3,2.0,,,,,"{""3.0"": 1}",3.0
30,fulltime,categorical,0.0,0,3,1.0,,,,,{},
30,lsat,numerical,0.0,0,3,38.0,,,,,,
30,ugpa,numerical,100.0,3,3,2.8,0.5333,0.2,0.9,0.2867,,
31,decile1,numerical,0.0,0,3,5.0,,,,,,
31,decile3,numerical,0.0,0,3,3.0,,,,,,
31,fam_inc,categorical,0.0,0,3,3.0,,,,,{},
31,fulltime,categorical,100.0,3,3,2.0,,,,,"{""1.0"": 3}",1.0
31,lsat,numerical,33.33,1,3,33.0,-0.5,-0.5,-0.5,0.0,,
31,ugpa,numerical,100.0,3,3,3.2,0.0667,-0.3,0.3,0.2625,,
32,decile1,numerical,0.0,0,3,1.0,,,,,,
32,decile3,numerical,0.0,0,3,1.0,,,,,,
32,fam_inc,categorical,33.33,1,3,3.0,,,,,"{""2.0"": 1}",2.0
32,fulltime,categorical,0.0,0,3,1.0,,,,,{},
32,lsat,numerical,66.67,2,3,35.0,1.0,1.0,1.0,0.0,,
32,ugpa,numerical,66.67,2,3,2.9,0.0,-0.1,0.1,0.1,,
33,decile1,numerical,0.0,0,3,1.0,,,,,,
33,decile3,numerical,0.0,0,3,1.0,,,,,,
33,fam_inc,categorical,66.67,2,3,5.0,,,,,"{""4.0"": 2}",4.0
33,fulltime,categorical,0.0,0,3,1.0,,,,,{},
33,lsat,numerical,33.33,1,3,31.0,-1.0,-1.0,-1.0,0.0,,
33,ugpa,numerical,100.0,3,3,2.7,0.2667,-0.3,0.7,0.419,,
34,decile1,numerical,0.0,0,3,7.0,,,,,,
34,decile3,numerical,0.0,0,3,7.0,,,,,,
34,fam_inc,categorical,0.0,0,3,4.0,,,,,{},
34,fulltime,categorical,66.67,2,3,2.0,,,,,"{""1.0"": 2}",1.0
34,lsat,numerical,33.33,1,3,40.0,1.0,1.0,1.0,0.0,,
34,ugpa,numerical,0.0,0,3,3.3,,,,,,
35,decile1,numerical,66.67,2,3,2.0,-1.0,-1.0,-1.0,0.0,,
35,decile3,numerical,0.0,0,3,1.0,,,,,,
35,fam_inc,categorical,33.33,1,3,3.0,,,,,"{""4.0"": 1}",4.0
35,fulltime,categorical,0.0,0,3,1.0,,,,,{},
35,lsat,numerical,66.67,2,3,28.0,-0.35,-1.0,0.3,0.65,,
35,ugpa,numerical,66.67,2,3,2.7,0.15,0.1,0.2,0.05,,
36,decile1,numerical,66.67,2,3,6.0,-1.0,-1.0,-1.0,0.0,,
36,decile3,numerical,33.33,1,3,2.0,1.0,1.0,1.0,0.0,,
36,fam_inc,categorical,0.0,0,3,4.0,,,,,{},
36,fulltime,categorical,0.0,0,3,1.0,,,,,{},
36,lsat,numerical,33.33,1,3,35.0,-0.5,-0.5,-0.5,0.0,,
36,ugpa,numerical,66.67,2,3,2.8,0.15,0.1,0.2,0.05,,
37,decile1,numerical,33.33,1,3,3.0,-1.0,-1.0,-1.0,0.0,,
37,decile3,numerical,0.0,0,3,2.0,,,,,,
37,fam_inc,categorical,0.0,0,3,3.0,,,,,{},
37,fulltime,categorical,0.0,0,3,1.0,,,,,{},
37,lsat,numerical,66.67,2,3,30.5,0.0,-0.5,0.5,0.5,,
37,ugpa,numerical,100.0,3,3,3.3,0.2,0.1,0.4,0.1414,,
38,decile1,numerical,0.0,0,3,2.0,,,,,,
38,decile3,numerical,0.0,0,3,2.0,,,,,,
38,fam_inc,categorical,0.0,0,3,3.0,,,,,{},
38,fulltime,categorical,0.0,0,3,1.0,,,,,{},
38,lsat,numerical,33.33,1,3,31.0,-0.5,-0.5,-0.5,0.0,,
38,ugpa,numerical,100.0,3,3,3.7,-0.2,-0.3,-0.1,0.0816,,
39,decile1,numerical,0.0,0,3,1.0,,,,,,
39,decile3,numerical,33.33,1,3,1.0,1.0,1.0,1.0,0.0,,
39,fam_inc,categorical,66.67,2,3,4.0,,,,,"{""5.0"": 1, ""3.0"": 1}","5.0,3.0"
39,fulltime,categorical,0.0,0,3,1.0,,,,,{},
39,lsat,numerical,100.0,3,3,26.0,0.8333,0.5,1.0,0.2357,,
39,ugpa,numerical,100.0,3,3,2.3,0.5333,0.3,0.9,0.2625,,
40,decile1,numerical,100.0,3,3,6.0,-0.3333,-2.0,2.0,1.6997,,
40,decile3,numerical,66.67,2,3,2.0,1.5,1.0,2.0,0.5,,
40,fam_inc,categorical,33.33,1,3,3.0,,,,,"{""2.0"": 1}",2.0
40,fulltime,categorical,33.33,1,3,1.0,,,,,"{""2.0"": 1}",2.0
40,lsat,numerical,100.0,3,3,21.3,0.8667,0.2,1.7,0.6236,,
40,ugpa,numerical,100.0,3,3,3.2,-0.3333,-0.4,-0.3,0.0471,,
41,decile1,numerical,0.0,0,3,1.0,,,,,,
41,decile3,numerical,0.0,0,3,1.0,,,,,,
41,fam_inc,categorical,66.67,2,3,1.0,,,,,"{""2.0"": 2}",2.0
41,fulltime,categorical,0.0,0,3,1.0,,,,,{},
41,lsat,numerical,66.67,2,3,26.5,0.5,0.5,0.5,0.0,,
41,ugpa,numerical,66.67,2,3,3.9,-1.15,-1.3,-1.0,0.15,,
42,decile1,numerical,66.67,2,3,3.0,-1.0,-1.0,-1.0,0.0,,
42,decile3,numerical,0.0,0,3,2.0,,,,,,
42,fam_inc,categorical,0.0,0,3,3.0,,,,,{},
42,fulltime,categorical,0.0,0,3,1.0,,,,,{},
42,lsat,numerical,33.33,1,3,25.5,-0.5,-0.5,-0.5,0.0,,
42,ugpa,numerical,66.67,2,3,3.1,-0.0,-0.2,0.2,0.2,,
43,decile1,numerical,33.33,1,3,3.0,-1.0,-1.0,-1.0,0.0,,
43,decile3,numerical,0.0,0,3,2.0,,,,,,
43,fam_inc,categorical,0.0,0,3,5.0,,,,,{},
43,fulltime,categorical,0.0,0,3,1.0,,,,,{},
43,lsat,numerical,0.0,0,3,35.0,,,,,,
43,ugpa,numerical,100.0,3,3,3.4,-0.4333,-0.6,-0.1,0.2357,,
44,decile1,numerical,0.0,0,3,3.0,,,,,,
44,decile3,numerical,0.0,0,3,3.0,,,,,,
44,fam_inc,categorical,0.0,0,3,3.0,,,,,{},
44,fulltime,categorical,0.0,0,3,1.0,,,,,{},
44,lsat,numerical,0.0,0,3,32.0,,,,,,
44,ugpa,numerical,66.67,2,3,2.5,0.2,0.1,0.3,0.1,,
45,decile1,numerical,33.33,1,3,2.0,-1.0,-1.0,-1.0,0.0,,
45,decile3,numerical,33.33,1,3,1.0,1.0,1.0,1.0,0.0,,
45,fam_inc,categorical,33.33,1,3,2.0,,,,,"{""3.0"": 1}",3.0
45,fulltime,categorical,0.0,0,3,1.0,,,,,{},
45,lsat,numerical,0.0,0,3,30.0,,,,,,
45,ugpa,numerical,100.0,3,3,3.2,0.1,-0.4,0.4,0.3559,,
46,decile1,numerical,0.0,0,3,2.0,,,,,,
46,decile3,numerical,0.0,0,3,2.0,,,,,,
46,fam_inc,categorical,0.0,0,3,3.0,,,,,{},
46,fulltime,categorical,0.0,0,3,1.0,,,,,{},
46,lsat,numerical,66.67,2,3,37.5,0.0,-0.5,0.5,0.5,,
46,ugpa,numerical,33.33,1,3,2.6,0.6,0.6,0.6,0.0,,
47,decile1,numerical,0.0,0,3,3.0,,,,,,
47,decile3,numerical,0.0,0,3,2.0,,,,,,
47,fam_inc,categorical,0.0,0,3,3.0,,,,,{},
47,fulltime,categorical,0.0,0,3,1.0,,,,,{},
47,lsat,numerical,33.33,1,3,35.5,-0.5,-0.5,-0.5,0.0,,
47,ugpa,numerical,100.0,3,3,3.2,-0.1333,-0.2,-0.1,0.0471,,
48,decile1,numerical,0.0,0,3,3.0,,,,,,
48,decile3,numerical,33.33,1,3,2.0,1.0,1.0,1.0,0.0,,
48,fam_inc,categorical,0.0,0,3,3.0,,,,,{},
48,fulltime,categorical,0.0,0,3,1.0,,,,,{},
48,lsat,numerical,100.0,3,3,29.3,0.3667,0.2,0.7,0.2357,,
48,ugpa,numerical,100.0,3,3,2.9,0.3667,0.1,0.8,0.3091,,
49,decile1,numerical,0.0,0,3,2.0,,,,,,
49,decile3,numerical,0.0,0,3,2.0,,,,,,
49,fam_inc,categorical,0.0,0,3,3.0,,,,,{},
49,fulltime,categorical,0.0,0,3,1.0,,,,,{},
49,lsat,numerical,66.67,2,3,30.5,0.0,-0.5,0.5,0.5,,
49,ugpa,numerical,66.67,2,3,3.4,0.1,0.1,0.1,0.0,,
50,decile1,numerical,0.0,0,3,2.0,,,,,,
50,decile3,numerical,0.0,0,3,2.0,,,,,,
50,fam_inc,categorical,100.0,3,3,4.0,,,,,"{""3.0"": 3}",3.0
50,fulltime,categorical,0.0,0,3,1.0,,,,,{},
50,lsat,numerical,33.33,1,3,25.0,0.5,0.5,0.5,0.0,,
50,ugpa,numerical,100.0,3,3,2.5,0.3667,-0.1,0.8,0.3682,,
51,decile1,numerical,0.0,0,3,1.0,,,,,,
51,decile3,numerical,33.33,1,3,1.0,1.0,1.0,1.0,0.0,,
51,fam_inc,categorical,100.0,3,3,3.0,,,,,"{""4.0"": 2, ""2.0"": 1}","4.0,2.0"
51,fulltime,categorical,0.0,0,3,1.0,,,,,{},
51,lsat,numerical,33.33,1,3,24.0,-0.5,-0.5,-0.5,0.0,,
51,ugpa,numerical,100.0,3,3,2.6,0.1333,-0.1,0.3,0.17,,
52,decile1,numerical,0.0,0,3,2.0,,,,,,
52,decile3,numerical,33.33,1,3,1.0,1.0,1.0,1.0,0.0,,
52,fam_inc,categorical,33.33,1,3,2.0,,,,,"{""3.0"": 1}",3.0
52,fulltime,categorical,0.0,0,3,1.0,,,,,{},
52,lsat,numerical,0.0,0,3,39.0,,,,,,
52,ugpa,numerical,66.67,2,3,3.0,-0.05,-0.2,0.1,0.15,,
53,decile1,numerical,0.0,0,3,3.0,,,,,,
53,decile3,numerical,66.67,2,3,1.0,1.0,1.0,1.0,0.0,,
53,fam_inc,categorical,33.33,1,3,5.0,,,,,"{""4.0"": 1}",4.0
53,fulltime,categorical,0.0,0,3,1.0,,,,,{},
53,lsat,numerical,0.0,0,3,33.0,,,,,,
53,ugpa,numerical,66.67,2,3,3.2,0.1,0.1,0.1,0.0,,
54,decile1,numerical,0.0,0,3,5.0,,,,,,
54,decile3,numerical,0.0,0,3,4.0,,,,,,
54,fam_inc,categorical,0.0,0,3,4.0,,,,,{},
54,fulltime,categorical,0.0,0,3,1.0,,,,,{},
54,lsat,numerical,0.0,0,3,36.0,,,,,,
54,ugpa,numerical,33.33,1,3,3.4,-0.2,-0.2,-0.2,0.0,,
55,decile1,numerical,33.33,1,3,1.0,1.0,1.0,1.0,0.0,,
55,decile3,numerical,33.33,1,3,1.0,1.0,1.0,1.0,0.0,,
55,fam_inc,categorical,0.0,0,3,4.0,,,,,{},
55,fulltime,categorical,0.0,0,3,1.0,,,,,{},
55,lsat,numerical,100.0,3,3,26.0,0.8333,0.5,1.0,0.2357,,
55,ugpa,numerical,100.0,3,3,3.4,0.1,-0.2,0.3,0.216,,
56,decile1,numerical,33.33,1,3,4.0,1.0,1.0,1.0,0.0,,
56,decile3,numerical,0.0,0,3,6.0,,,,,,
56,fam_inc,categorical,0.0,0,3,4.0,,,,,{},
56,fulltime,categorical,0.0,0,3,1.0,,,,,{},
56,lsat,numerical,100.0,3,3,32.5,0.5,0.5,0.5,0.0,,
56,ugpa,numerical,100.0,3,3,2.9,0.3333,-0.2,0.8,0.411,,
57,decile1,numerical,33.33,1,3,2.0,-1.0,-1.0,-1.0,0.0,,
57,decile3,numerical,0.0,0,3,1.0,,,,,,
57,fam_inc,categorical,66.67,2,3,3.0,,,,,"{""4.0"": 2}",4.0
57,fulltime,categorical,0.0,0,3,1.0,,,,,{},
57,lsat,numerical,100.0,3,3,31.5,0.2667,-0.2,0.5,0.33,,
57,ugpa,numerical,33.33,1,3,2.6,0.4,0.4,0.4,0.0,,
58,decile1,numerical,66.67,2,3,4.0,0.0,-1.0,1.0,1.0,,
58,decile3,numerical,33.33,1,3,3.0,-1.0,-1.0,-1.0,0.0,,
58,fam_inc,categorical,66.67,2,3,2.0,,,,,"{""3.0"": 2}",3.0
58,fulltime,categorical,66.67,2,3,2.0,,,,,"{""1.0"": 2}",1.0
58,lsat,numerical,33.33,1,3,23.0,-1.0,-1.0,-1.0,0.0,,
58,ugpa,numerical,100.0,3,3,2.6,0.2667,0.2,0.3,0.0471,,
59,decile1,numerical,0.0,0,3,4.0,,,,,,
59,decile3,numerical,0.0,0,3,4.0,,,,,,
59,fam_inc,categorical,0.0,0,3,3.0,,,,,{},
59,fulltime,categorical,0.0,0,3,1.0,,,,,{},
59,lsat,numerical,0.0,0,3,31.0,,,,,,
59,ugpa,numerical,66.67,2,3,3.4,-0.05,-0.3,0.2,0.25,,
60,decile1,numerical,33.33,1,3,1.0,1.0,1.0,1.0,0.0,,
60,decile3,numerical,0.0,0,3,1.0,,,,,,
60,fam_inc,categorical,0.0,0,3,4.0,,,,,{},
60,fulltime,categorical,0.0,0,3,1.0,,,,,{},
60,lsat,numerical,0.0,0,3,37.0,,,,,,
60,ugpa,numerical,66.67,2,3,3.1,0.6,0.6,0.6,0.0,,
61,decile1,numerical,33.33,1,3,2.0,-1.0,-1.0,-1.0,0.0,,
61,decile3,numerical,0.0,0,3,1.0,,,,,,
61,fam_inc,categorical,33.33,1,3,3.0,,,,,"{""4.0"": 1}",4.0
61,fulltime,categorical,0.0,0,3,1.0,,,,,{},
61,lsat,numerical,0.0,0,3,36.0,,,,,,
61,ugpa,numerical,33.33,1,3,2.8,0.9,0.9,0.9,0.0,,
62,decile1,numerical,0.0,0,3,6.0,,,,,,
62,decile3,numerical,33.33,1,3,5.0,-1.0,-1.0,-1.0,0.0,,
62,fam_inc,categorical,66.67,2,3,2.0,,,,,"{""3.0"": 2}",3.0
62,fulltime,categorical,0.0,0,3,1.0,,,,,{},
62,lsat,numerical,33.33,1,3,31.0,0.3,0.3,0.3,0.0,,
62,ugpa,numerical,100.0,3,3,2.2,0.7333,0.7,0.8,0.0471,,
63,decile1,numerical,0.0,0,3,5.0,,,,,,
63,decile3,numerical,0.0,0,3,3.0,,,,,,
63,fam_inc,categorical,33.33,1,3,4.0,,,,,"{""3.0"": 1}",3.0
63,fulltime,categorical,0.0,0,3,1.0,,,,,{},
63,lsat,numerical,66.67,2,3,33.0,0.75,0.5,1.0,0.25,,
63,ugpa,numerical,33.33,1,3,3.5,-0.5,-0.5,-0.5,0.0,,
64,decile1,numerical,0.0,0,3,1.0,,,,,,
64,decile3,numerical,100.0,3,3,2.0,-1.0,-1.0,-1.0,0.0,,
